GeneID	GSM6255117	GSM6255118	GSM6255120	GSM6255121	GSM6255122	GSM6255123	GSM6255124
254050	3	3	6	8	11	5	7
386653	0	0	0	0	0	0	0
79369	609	700	645	1022	878	699	847
56616	950	1228	1071	1851	1648	1288	1504
101593348	4	2	3	0	0	1	0
65082	1557	2498	1648	2056	1752	1417	1549
6249	2007	3647	2781	195	77	79	188
100507066	0	0	0	0	0	0	0
55596	589	851	936	458	297	242	315
65117	1111	1720	1609	252	183	143	178
9735	157	349	206	119	56	55	95
113218484	0	0	0	0	0	0	0
338442	60	117	64	3	12	141	163
113218511	0	0	0	0	0	0	0
8843	114	165	72	16	48	213	289
27198	2	0	1	0	0	0	0
8562	1365	2733	1285	2527	1617	1705	1782
84660	10	13	9	3	8	0	0
9026	13	13	10	2	5	1	7
79720	2351	2542	1460	1552	1321	1379	1344
23457	352	364	129	448	539	433	379
79676	411	417	297	317	346	229	196
51329	2510	2943	2049	3999	4449	3475	4283
57605	99	162	53	34	32	17	26
100422931	0	0	0	0	0	0	0
100507091	2	0	0	0	0	0	0
10198	203	384	274	65	29	25	34
91574	181	236	157	141	126	64	101
8099	854	1311	1712	1001	1029	1137	1286
55206	1354	2510	1338	262	147	80	134
102466877	14	15	11	1	2	0	1
112268105	1	3	2	1	0	0	2
387893	831	1275	1020	366	342	266	277
196383	2425	3096	2786	1852	1741	1067	1440
11066	553	806	890	361	417	433	478
353116	452	597	360	255	216	147	209
100500909	0	0	0	0	0	0	0
101927415	0	4	3	3	1	0	1
10959	4725	8574	6122	12695	11002	11240	13949
57696	412	561	393	250	231	144	168
105370041	24	46	27	22	19	12	17
109616977	0	0	1	0	1	0	1
1967	1291	1815	1348	1203	1068	1031	1156
2967	1298	2270	2481	1214	1146	1286	1549
79867	207	337	525	150	194	192	272
23545	1238	1952	1891	2025	2009	3277	3447
105370042	0	0	0	0	1	0	0
196385	5	6	4	11	10	6	16
105370044	1	0	0	0	1	0	1
80212	1455	1655	1831	1178	1260	832	1035
100533183	55	68	51	81	105	66	66
144348	1534	2866	1326	2496	1816	1527	1620
144347	0	2	3	0	3	1	1
9612	6032	7252	8995	1195	972	554	1545
102466204	1	2	1	0	0	0	0
105370047	1	7	2	1	3	7	5
101927436	0	0	0	0	0	0	0
949	3116	3234	1523	2126	2570	1529	2095
105370050	4	1	8	2	0	2	5
107984444	0	0	2	0	0	0	1
105370051	1	0	2	0	2	0	6
7316	70271	75876	132378	26593	21295	18287	26145
100847004	0	0	0	0	0	0	0
100189232	0	0	0	0	0	2	1
100189343	0	0	0	0	0	0	0
100009606	0	0	0	0	0	0	0
100189347	17	13	34	14	11	2	11
100189339	0	0	1	0	0	1	0
57647	1173	1192	1706	356	260	273	299
140707	584	1144	223	412	402	328	398
102659353	99	179	32	78	83	78	86
105370052	0	1	2	0	0	0	0
65985	343	401	437	442	477	502	490
105370053	0	0	0	0	0	0	0
114795	0	2	0	0	0	0	0
105370054	0	0	0	0	0	0	0
107984445	0	0	0	0	0	0	0
105370055	0	0	0	0	0	0	0
400084	0	0	0	0	0	0	0
105370057	0	0	0	0	0	0	0
105370058	0	0	0	0	0	0	0
105370056	0	0	0	0	0	0	0
101927464	0	0	0	0	0	0	0
107984447	0	0	0	0	0	0	0
107984446	0	0	0	0	0	0	0
105379613	0	0	0	0	0	0	0
101927531	0	0	0	0	0	0	0
107984448	0	0	0	0	0	0	0
283435	0	0	0	0	0	0	0
105370059	0	0	0	0	0	0	0
100128554	0	0	0	0	0	0	0
100996671	0	0	0	0	0	0	0
105370060	0	0	0	0	0	0	0
387895	0	0	1	0	0	0	0
100507206	0	0	0	0	0	0	0
440117	0	0	0	0	0	0	0
105370061	0	0	0	0	0	0	0
101927592	0	0	0	5	2	6	1
105370063	0	0	1	1	0	0	0
107984449	0	0	0	18	11	16	16
107984450	0	0	0	121	100	149	143
105370062	0	0	0	58	64	92	62
105370064	0	2	0	3	1	4	2
105370065	0	16	0	60	73	62	37
101927616	0	0	2	0	0	0	0
105370066	0	0	0	0	0	0	0
105370067	0	0	0	0	0	0	0
101927637	0	0	0	0	0	0	0
105370068	0	0	0	0	0	0	0
105370069	0	0	0	0	0	0	0
400087	0	0	0	0	0	0	0
104472718	0	0	0	0	0	0	0
100862680	0	0	0	0	0	0	0
105370070	0	0	0	0	0	0	0
105370071	0	0	0	0	0	0	0
100996679	0	0	0	0	0	0	0
101927694	0	0	0	0	0	0	0
107987176	0	0	0	0	0	0	0
92293	0	0	0	0	0	0	1
100500817	0	0	0	0	0	0	0
121260	738	1045	1220	918	1038	869	1057
100128276	0	0	0	0	0	0	0
144423	0	0	0	2	0	0	3
105370073	0	0	0	0	0	0	0
121256	0	0	0	0	0	0	0
283352	0	0	0	0	0	0	0
101927735	0	0	0	0	0	0	0
105370074	0	0	0	0	0	0	0
105370076	0	0	0	0	0	0	0
100190940	0	0	0	0	0	0	0
105370077	0	0	0	0	0	0	0
105370078	0	0	0	0	0	0	0
440119	0	0	0	0	0	0	0
11211	0	0	0	0	0	0	0
107984480	0	0	0	0	0	0	0
101927786	0	0	0	0	0	0	0
9271	0	0	0	0	0	0	0
23504	0	0	0	0	0	0	2
105370079	0	0	0	0	0	0	0
105370080	1	0	0	28	19	22	18
107984451	0	3	0	0	2	2	0
2054	1026	1826	1189	723	709	649	755
5901	10226	14195	8938	15845	16818	14774	15378
283383	228	265	50	351	300	148	240
105755954	8	5	4	17	11	2	8
107984452	0	0	0	0	0	0	0
116437	0	0	0	0	0	0	0
105370082	0	0	0	0	0	0	1
107987177	0	0	0	0	0	0	0
100128002	0	0	0	0	0	0	0
107161159	0	0	1	0	0	0	0
105370083	0	0	0	0	0	0	0
338797	0	0	0	1	0	0	0
101929974	0	0	0	0	0	0	0
105370084	0	0	0	0	0	0	0
105370085	0	0	0	0	0	0	0
105370086	1	0	0	0	0	0	0
100996701	1	0	0	0	0	0	0
105370087	0	0	0	0	0	0	0
6433	811	1142	1133	102	89	46	92
105370088	0	0	0	0	0	0	0
4326	14	3	18	2	4	0	1
8408	282	394	389	204	147	76	130
107984455	2	1	2	1	3	2	1
80324	894	899	765	264	225	190	198
57634	1651	2525	2307	298	223	163	334
677829	0	0	0	0	0	0	0
347918	25	38	39	8	4	5	14
317781	377	369	462	104	87	67	77
79050	685	729	756	313	313	236	275
105370090	0	0	0	0	0	0	0
107984456	0	0	0	0	0	0	0
100996246	13	9	16	5	6	0	2
50614	0	0	0	2	2	3	4
105370091	0	0	0	0	0	0	0
100130238	0	0	0	0	1	2	0
101928416	0	0	0	0	0	0	0
105370092	0	1	0	0	0	0	0
112268102	4	0	0	0	0	0	0
100129528	0	0	0	0	0	0	0
57666	1420	1630	954	286	221	109	210
102465975	0	0	0	0	0	0	0
105370094	0	0	0	0	0	0	0
100507055	0	0	0	0	1	0	0
22953	2	0	0	0	2	0	0
5426	219	327	200	73	81	26	91
5827	164	194	102	277	577	423	524
192111	1237	1578	1223	364	302	291	300
23141	2539	3509	3019	977	753	641	750
2802	1843	2830	2084	236	247	181	340
55743	1832	2296	2608	1269	1280	916	929
101928530	0	0	1	0	0	1	0
100289635	134	388	213	63	48	22	43
7574	242	410	269	137	99	74	90
101928597	0	0	0	0	0	0	0
7637	259	436	289	101	55	47	64
7699	272	598	443	423	382	248	345
101060200	10	29	20	10	16	10	6
7556	768	1034	484	61	36	10	34
10795	417	959	641	221	136	108	156
647589	0	0	0	0	0	0	0
26080	0	0	0	0	0	0	0
105379278	0	0	0	0	0	0	0
100874164	0	0	0	0	0	0	0
284232	0	0	0	0	0	0	0
100652856	0	0	0	0	0	0	0
348021	0	0	0	0	0	0	0
107984132	0	0	0	0	0	0	0
7278	0	0	0	0	0	0	0
101928697	0	0	0	0	0	0	0
100101938	0	0	0	0	0	0	0
100287114	0	0	0	0	0	0	0
93492	0	1	0	0	0	0	0
100874136	0	0	0	0	0	0	0
54737	743	1128	858	69	45	31	75
55269	890	1314	1506	697	650	690	716
9205	169	285	265	195	134	103	134
7750	640	1140	1079	443	281	192	273
104355137	0	0	0	0	0	0	0
105370101	0	0	0	0	0	0	0
2700	18	48	28	9	10	4	3
107984553	0	0	0	0	0	0	0
2706	46	39	43	403	308	108	192
10804	3	0	0	25	34	20	19
105370102	0	0	0	0	0	0	0
51084	817	1273	593	3508	4271	3450	5178
100616304	0	0	0	0	0	0	0
105370103	0	0	0	0	0	0	0
8100	122	243	74	122	79	57	63
53342	42	54	23	20	22	13	6
221143	168	284	97	213	243	163	187
64328	692	1431	931	725	425	393	348
101930748	0	0	0	0	0	0	0
26524	518	883	1151	222	122	150	188
105370104	0	0	0	0	0	0	0
10284	3978	5178	8028	5715	6788	7345	8894
221150	13	23	6	8	17	9	12
78988	1384	1625	1166	1999	2375	1759	2045
103689843	0	0	0	0	0	0	0
105370105	0	1	0	1	2	1	0
101928764	13	21	8	14	11	6	2
650794	53	107	55	49	44	25	35
100652865	17	37	29	2	4	1	1
2871	1	4	0	1	0	2	0
253832	1177	2528	1325	1085	709	672	838
221154	771	1477	1110	1039	790	815	999
107984582	0	0	0	0	0	0	0
2254	0	2	0	0	0	0	0
100874182	0	0	0	0	0	0	0
105370108	0	0	0	0	0	0	0
100506622	0	0	0	2	4	3	5
107984599	0	0	0	0	0	0	0
100996930	2	1	1	11	15	1	10
105370109	0	0	0	0	0	0	0
646201	0	0	0	0	0	0	0
105370111	0	0	0	0	0	0	0
105370112	8	9	17	4	3	1	1
6445	120	142	116	168	152	178	144
107984585	1	1	7	5	4	6	6
26278	331	767	238	142	86	66	70
100506680	0	0	0	0	0	0	0
100506697	0	0	0	0	2	0	0
55504	0	0	0	5	2	0	2
105370114	0	0	0	1	0	0	0
105370113	0	4	0	0	0	0	0
4285	410	839	206	1218	1331	1255	1349
542767	23	25	11	58	99	66	73
387911	17	22	11	46	78	50	60
400110	0	0	0	0	0	0	0
105370115	0	0	0	0	0	0	0
221178	1534	2846	2519	1767	1238	1023	1938
100313842	0	0	0	0	0	0	0
100874231	1	4	4	2	4	2	1
338872	2	0	0	1	6	2	3
100861547	0	0	0	0	0	0	0
143	3883	6666	10846	2337	1784	2458	3639
105370117	0	3	5	0	1	0	1
105370295	0	0	4	1	2	2	4
101927375	0	1	0	0	0	0	0
374491	0	1	2	2	0	2	0
107984610	0	0	0	0	0	0	0
479	0	0	0	0	0	0	0
105370118	0	0	0	0	0	0	0
56163	0	4	2	0	0	1	0
112268115	0	0	0	0	0	0	0
55835	73	138	100	4	7	6	15
107987187	0	0	0	0	0	0	0
646405	4	3	8	8	4	9	8
105370119	0	0	0	0	0	0	0
105370120	0	0	0	0	0	0	0
5042	50	35	32	30	14	7	15
219287	0	0	0	0	0	0	0
101928922	0	0	2	3	1	0	3
102723318	0	0	0	0	0	0	0
105370121	1	4	4	0	0	0	0
9107	1317	2758	2766	3094	2413	2710	3689
9818	937	1882	1008	1439	1093	866	1135
51761	2	0	2	2	3	3	11
105370122	0	0	0	0	1	0	0
387914	38	69	11	102	90	41	37
107984009	0	0	0	0	0	0	0
6049	1664	2453	1728	788	536	400	527
1024	542	781	474	784	605	372	450
10810	2	9	7	65	68	25	27
107984597	0	0	0	0	0	0	0
2835	0	0	0	0	0	0	0
105370124	1	5	0	2	0	4	0
219333	2032	3651	1266	2681	2538	1716	1906
100874070	0	0	0	0	0	0	0
100874071	5	2	2	5	1	2	1
105370125	3	5	1	2	4	4	4
102723332	0	4	0	0	0	1	0
6144	6670	9285	4719	18850	17676	17305	19952
26771	4	4	4	0	0	0	0
619499	4	10	4	0	2	0	0
387496	30	51	15	41	100	22	37
105370126	0	0	0	0	0	0	0
2971	3289	4688	2051	8571	7940	7219	8429
219402	569	913	583	1051	913	823	978
222484	108	182	168	172	135	106	138
51082	1301	1719	1251	3672	3177	2253	2828
105370128	0	0	0	0	0	0	0
105370129	0	0	0	0	0	0	0
219409	0	0	0	0	0	0	0
100861550	0	0	0	0	0	0	0
105370130	0	0	0	0	0	0	0
3651	0	0	0	0	0	0	0
100132234	6	2	2	1	3	1	2
1045	0	0	0	0	0	0	0
646625	0	0	0	0	0	0	0
105370132	0	0	0	0	0	0	1
2322	1	2	1	2	2	0	1
255967	373	744	556	200	115	122	112
100288730	25	51	53	33	23	19	18
2321	2752	4936	4464	857	550	716	863
105370135	4	7	1	2	1	3	1
51371	3019	5070	4780	6426	6265	7331	8708
283537	371	730	362	1547	1324	827	1433
23281	0	0	0	1	0	0	0
100874107	0	0	0	0	0	0	0
6541	1279	2024	922	1520	526	458	371
102723345	0	0	0	0	0	0	0
105370139	0	0	0	0	0	0	0
5412	1436	2584	2993	4194	3092	3656	4075
100874059	0	0	0	0	0	0	0
100861573	0	0	0	0	0	0	0
440131	0	0	0	0	0	1	0
100874146	0	0	0	0	0	0	2
102157400	0	0	0	0	0	0	0
105370141	0	0	0	0	0	0	0
84056	118	331	89	196	138	113	94
102723381	0	0	0	0	0	0	0
100188949	1	0	0	3	3	0	5
103724387	0	2	0	0	0	0	0
171222	3	1	1	0	1	1	0
107984577	0	1	0	1	5	1	3
3146	2357	4364	2909	3796	3844	3135	4032
10208	450	817	1244	264	158	360	406
100189036	0	0	0	0	0	0	0
241	4467	5055	3439	10571	11839	11588	13923
100874158	0	0	0	1	0	0	2
440132	1	2	2	1	0	1	2
100507064	1	2	2	1	0	1	2
84935	0	0	1	3	1	0	0
122046	0	0	0	0	0	0	0
105370145	0	0	0	0	0	0	0
102723392	0	0	0	0	0	0	0
10808	7311	11469	10822	1557	873	553	809
105370148	0	0	2	0	0	0	0
145173	202	332	219	640	543	464	560
105370150	0	0	0	0	0	0	0
122042	0	0	0	0	0	0	0
105370152	0	0	0	0	0	0	0
196549	0	1	0	0	1	0	1
100507099	0	0	0	1	3	0	2
10129	14	48	9	14	27	15	15
646799	0	0	0	0	0	0	0
675	74	206	429	6	0	8	16
90634	268	377	778	252	377	345	631
10443	680	1209	1148	468	326	344	539
100462953	0	0	0	0	0	0	0
116828	4	25	14	0	0	0	0
107984584	0	0	0	0	0	0	0
23047	340	674	663	101	51	55	77
100874167	0	0	0	0	0	0	0
9365	2	0	9	20	4	2	1
90627	438	700	577	125	106	66	76
100874241	0	0	0	0	0	0	0
105370154	0	0	0	0	0	2	0
112268116	4	13	21	9	9	4	4
102723406	0	0	2	0	0	0	0
107984551	23	13	5	1	4	1	9
5983	123	212	110	185	169	113	160
105370156	0	0	0	0	0	0	0
107984589	0	0	0	0	0	0	0
105370158	0	0	0	0	0	0	0
100874179	0	0	0	0	0	0	0
105370159	0	0	0	0	0	0	0
107987189	0	0	0	0	0	0	0
26960	42	139	26	29	8	10	10
4081	2	6	1	3	1	0	0
105370161	0	0	0	0	0	0	0
100507114	0	0	0	0	0	0	0
9201	0	0	0	0	2	0	1
105370163	0	0	0	0	0	0	0
107984604	0	0	0	0	0	0	0
100526761	2	1	0	8	7	5	12
54937	0	1	0	4	3	1	6
728591	4	2	0	4	4	7	9
23111	2123	3567	5040	1111	949	1374	1489
100507135	9	7	14	3	2	0	3
8900	809	1175	5706	417	758	5724	3979
102723490	0	0	0	0	0	0	0
400120	0	0	0	0	0	2	0
5994	35	33	30	43	28	15	22
4093	0	2	0	0	0	1	1
29880	726	1229	915	2407	2664	2606	3396
11340	279	497	264	428	354	272	340
55578	682	1051	999	588	477	298	430
105370165	17	42	28	23	17	8	24
122011	2	1	1	1	0	0	2
105377814	0	0	0	0	0	0	0
103695431	0	0	0	0	0	0	0
400121	0	0	0	0	0	0	0
10631	0	0	2	4	34	0	35
7223	0	0	0	0	0	0	0
101929077	1	1	1	0	0	0	1
100874188	2	5	3	0	5	0	1
51569	1984	3803	2281	2625	2017	1696	2042
101929121	0	0	0	0	0	0	0
105370167	0	0	0	0	0	0	0
100874147	0	0	0	0	0	0	0
341640	0	0	0	0	0	0	0
100874073	0	0	0	0	0	0	0
161003	0	0	0	0	0	0	1
80209	933	1328	1328	238	145	133	196
387921	869	1715	3735	1575	1477	2038	3041
105370169	0	0	0	0	0	0	0
105370168	0	0	0	0	0	0	0
107984579	0	0	0	0	0	0	0
107984580	0	0	0	0	0	0	0
10186	31	55	62	42	120	46	71
105370170	0	0	0	0	0	0	0
57511	305	549	279	584	511	368	546
100422940	0	0	0	0	0	0	0
105370171	0	0	0	0	0	0	0
107984569	0	0	0	0	0	0	0
100874127	0	0	0	0	0	0	0
400123	0	0	0	0	0	0	0
646982	0	0	1	0	0	0	1
2308	252	398	230	313	145	64	99
100313896	0	0	0	0	0	0	0
10240	205	294	231	327	237	251	321
10166	73	123	34	85	55	57	53
100616668	17	20	7	46	35	20	30
693206	6	7	2	1	3	3	1
283507	3	3	2	8	5	3	9
1997	1816	3181	4633	2585	2244	2922	3939
100189333	1	1	1	1	0	1	3
11193	302	517	519	219	168	203	260
100422878	0	0	0	0	0	0	0
89890	83	135	110	71	45	37	29
101929140	1	1	4	17	13	6	8
84078	77	143	113	164	139	47	91
9617	162	250	157	157	133	119	167
105370173	0	0	0	0	0	0	0
79612	295	585	341	126	91	76	124
100506759	3	7	3	3	2	6	3
28984	22820	27030	16730	35331	39233	41581	40326
105370174	56	154	48	36	7	8	13
105370175	0	0	0	0	0	0	0
23078	1037	2147	1168	952	627	551	639
100847026	34	53	31	19	12	5	4
100507240	4	1	8	3	6	5	12
105370176	0	0	0	0	0	0	0
160851	467	1266	829	180	97	113	137
11215	1011	2258	1872	709	480	408	621
105370177	0	0	0	0	0	0	0
8600	0	0	0	1	0	0	0
144809	3	4	4	1	1	2	3
107984611	0	2	2	0	0	0	0
103689845	51	133	60	20	4	8	4
104355147	0	0	0	0	0	0	0
94240	738	569	14452	101	105	3548	5013
105370178	0	0	1	0	0	0	0
105370179	0	0	0	0	0	0	0
29103	622	1117	1310	694	943	1118	1539
100874159	0	0	0	0	0	0	0
55068	19	27	8	10	19	14	22
100874130	0	0	0	0	0	0	0
105370181	0	2	0	0	0	0	0
160857	69	130	91	48	26	23	35
144811	1774	3731	2130	446	473	334	590
107984576	1	1	0	2	1	1	3
105370182	0	1	0	0	0	0	0
121838	0	0	0	1	1	1	2
105370183	2	0	0	2	2	0	1
101929212	33	64	32	86	92	47	66
79024	18	35	12	31	39	25	30
100874377	0	0	0	1	0	1	3
107984601	3	0	0	0	0	0	0
102465876	0	0	0	0	0	0	0
107984552	0	0	0	0	0	0	0
105370297	0	0	0	0	0	0	0
387923	0	0	0	3	1	1	4
400128	0	0	0	0	0	0	0
8848	9453	11043	8078	40825	28940	27659	31507
641467	43	48	42	21	20	9	9
106144541	0	0	0	0	0	0	0
105370185	0	0	0	0	0	0	0
144817	0	0	0	0	0	0	0
105370187	0	0	0	0	0	0	0
107984619	0	0	0	0	0	0	0
100189030	0	0	0	0	0	0	0
26747	230	296	223	82	82	49	62
55425	297	493	386	232	173	215	230
105370188	0	0	0	0	0	0	0
107984596	0	0	0	0	0	0	0
101929259	0	0	0	0	0	0	0
2963	771	1164	777	1119	925	720	969
386618	0	0	0	0	0	2	1
105370190	0	0	0	0	0	0	0
7178	52775	78344	62752	229978	285249	252686	351262
109616966	5	6	0	0	2	2	2
677814	53	90	65	203	186	183	206
100190939	105	127	86	91	74	74	84
253512	557	970	1181	664	651	959	1134
100874259	4	7	14	21	12	19	36
83548	487	826	637	440	319	243	314
220081	1	0	1	1	0	0	0
103752581	0	0	0	0	0	0	0
220082	0	0	0	0	0	0	0
283514	0	0	0	0	1	0	0
105370191	0	0	0	0	0	0	0
23091	1892	3575	2501	318	152	118	252
100509894	14	22	3	25	8	17	15
1361	6	17	4	10	17	11	19
3936	76432	134206	66970	58040	45979	51715	46170
105370192	0	0	0	1	0	0	0
107984578	0	6	0	2	0	0	0
220416	5	15	1	3	9	9	4
105370194	0	2	1	2	5	1	1
100861554	3	1	2	4	1	2	1
80183	1325	1731	1398	530	362	436	381
101929344	0	0	0	0	0	0	0
112268117	0	0	0	0	0	0	0
23143	1821	3529	2043	1060	957	678	889
107984563	0	0	0	0	0	0	0
2098	1410	2283	1801	3863	3232	3084	3895
3356	0	0	0	0	0	0	0
100874082	0	0	0	0	0	0	0
107984594	0	0	0	0	0	0	0
105370195	0	0	0	0	0	0	0
105370196	0	0	0	0	0	0	0
107984570	3	12	6	3	5	2	5
100861549	2	2	0	1	0	0	0
8803	956	1670	901	1147	1027	1008	1214
55270	308	481	329	546	609	534	640
29079	526	1001	701	661	534	431	567
100873965	222	313	231	221	191	143	196
105370198	2	2	5	1	4	8	5
9445	16435	24815	50356	35389	41185	32005	50192
100862704	0	4	2	2	3	0	4
5925	2047	4019	5773	2453	3150	2325	4636
112268118	9	41	67	29	19	18	34
10161	1313	2280	3501	3262	2490	3658	5010
1102	1849	3452	3374	3585	2421	3099	3658
105370201	4	4	8	15	10	9	12
100129597	8	4	7	12	13	18	14
105370202	0	15	2	31	37	83	68
57105	4	3	7	2	4	2	2
107984559	0	0	0	0	0	0	0
22862	2710	5335	4872	1322	640	708	988
2862	5	6	6	2	3	3	7
105370203	18	27	22	74	116	89	130
81602	92	148	82	110	104	80	102
81617	1317	2109	2350	1569	1361	2136	2166
107303344	445	744	1332	388	289	773	1105
83852	386	800	525	264	138	153	186
51131	243	300	1022	216	203	701	1013
55213	281	599	469	516	410	473	484
105370204	0	0	0	0	0	0	0
115761	652	895	567	1775	1828	1317	1760
105370205	4	12	15	1	0	2	2
84650	168	240	166	368	393	461	407
3839	1399	2760	1772	1278	829	702	868
220429	0	0	0	0	0	0	0
57213	432	750	301	316	366	222	316
8847	132	146	254	59	66	52	60
100500908	3	4	6	0	3	1	0
10206	1025	1593	949	754	890	602	703
283518	84	125	59	25	37	27	18
406950	0	0	0	0	0	0	0
406948	0	0	0	0	0	0	0
10301	28	60	11	102	93	43	33
145165	168	268	138	286	266	200	271
103689915	0	0	0	0	0	0	0
107984568	0	0	0	0	0	0	1
220107	24	45	41	198	83	36	50
107984567	41	111	53	228	192	117	230
100874074	4	22	6	22	16	9	23
100874255	2	3	3	7	5	10	9
79621	442	651	973	1038	784	845	1058
2974	1	1	1	0	0	0	0
647166	0	0	0	0	0	0	1
107984554	0	0	0	0	0	0	0
220108	29	41	29	13	11	17	13
647174	45	101	64	61	37	26	31
100847003	0	0	0	0	0	0	0
26512	638	1133	882	622	437	338	328
100507398	10	16	15	10	14	2	9
100616423	0	0	0	0	0	0	0
115825	458	830	1058	470	409	307	323
79758	151	225	246	200	280	221	283
107984561	0	0	0	0	0	0	0
283521	0	0	0	0	0	1	0
83446	0	0	0	0	0	0	0
540	20	51	37	28	40	22	43
440138	458	857	878	216	196	221	278
9724	397	686	701	135	101	111	152
341676	2	7	6	1	1	0	1
101929657	0	2	8	5	2	1	1
4752	159	274	457	200	189	202	301
100887750	37	53	61	44	19	23	17
644623	0	0	1	0	0	0	0
103191607	0	0	0	0	0	0	0
105370207	0	0	0	0	0	0	0
55901	10	17	54	25	67	112	144
51028	1263	2186	1969	1857	1516	1350	1539
26586	182	437	194	150	99	111	123
105370208	0	0	0	0	0	0	0
220115	0	1	1	2	0	0	1
144983	343	455	297	225	250	204	221
10910	1039	1776	1151	1261	979	840	1000
11061	0	3	0	1	0	0	0
100313778	0	0	0	0	0	0	0
5100	0	0	0	0	2	0	0
10562	0	0	0	0	0	0	0
102723875	0	0	0	0	0	0	0
105370210	0	0	0	0	0	0	0
100861552	0	0	0	0	0	0	0
100507428	0	0	0	0	0	0	0
100302187	0	0	0	0	0	0	0
105370213	0	0	0	0	0	0	0
100846996	0	0	0	0	0	0	0
105370214	0	0	0	0	0	0	0
122183	0	0	0	0	0	0	0
729233	0	0	0	0	0	0	0
729240	0	0	0	0	0	0	0
729246	0	0	0	0	0	0	0
729250	0	0	0	0	0	0	0
105370216	0	0	0	0	0	0	0
105370217	0	0	0	0	0	0	0
27253	0	1	14	0	0	0	3
101926897	0	0	0	1	0	0	1
106144531	0	3	1	6	11	5	8
105370218	0	0	0	0	0	0	0
105370219	0	0	0	0	0	0	0
105370220	0	0	0	0	0	1	0
105370221	0	0	0	0	0	0	0
105370224	2	0	1	0	0	0	0
105370223	0	0	1	0	0	0	0
105370222	0	0	0	0	0	0	0
107984625	0	0	0	0	0	0	0
81624	6	9	6	2	6	2	5
100874195	1	1	0	0	1	1	0
100874196	0	0	0	0	0	0	0
105370227	0	0	0	0	0	0	0
100874169	0	0	0	0	0	0	0
105370228	0	0	0	0	0	0	0
81550	1072	2358	500	4690	2568	1436	2826
105370230	0	0	0	0	0	0	0
101926930	1	0	0	0	0	0	0
103456507	0	0	0	0	0	0	0
102723910	0	0	0	0	0	0	0
100422973	0	0	0	0	0	0	0
64881	16	12	17	61	57	18	43
101926951	0	0	0	0	0	0	0
105370231	0	0	0	0	0	0	0
100874143	0	0	0	0	0	0	1
103752583	0	0	0	0	0	0	0
106144607	0	0	0	0	0	0	0
100874180	0	0	0	0	0	0	0
105370232	0	0	0	0	0	0	0
100874176	0	0	0	0	0	0	0
105370233	0	0	0	1	0	0	0
105370234	0	0	0	1	0	0	0
104355293	0	0	0	0	0	0	0
105370237	0	0	0	0	0	0	0
105370236	0	0	0	0	0	0	0
100874157	0	0	0	0	0	0	0
105370235	0	0	0	0	0	0	0
283491	0	0	0	0	0	0	0
112267897	0	0	0	0	0	0	0
102723968	0	0	0	0	0	0	0
647264	0	0	0	0	0	0	0
105377815	0	0	0	0	0	0	0
144766	0	0	0	0	0	0	0
105370238	0	0	0	0	0	0	0
107987190	0	0	0	0	0	0	0
105370239	0	0	0	0	0	0	0
105370240	0	0	0	0	0	0	0
105370241	0	0	0	0	0	0	0
105370242	0	0	0	0	0	0	0
105370243	0	0	0	0	0	0	0
105370244	0	0	0	0	0	0	0
100616302	0	0	0	0	0	0	0
105370245	0	0	0	0	0	0	0
100616205	0	0	0	0	0	0	0
5101	0	0	2	5	2	2	3
105370247	0	0	0	0	0	0	0
100874064	0	0	0	0	0	0	0
100874086	0	0	0	0	0	0	0
100874087	0	0	0	0	0	0	0
105370246	0	0	0	0	0	0	0
100874145	0	0	0	0	0	0	0
105370248	0	0	0	0	0	0	0
105370249	0	0	0	0	0	0	0
105370250	0	0	0	0	0	0	0
107984622	0	0	0	0	0	0	0
105370251	0	0	0	0	0	0	0
101927072	0	0	0	0	0	0	0
338862	0	0	0	0	0	0	0
105370254	0	0	0	0	0	0	0
105370253	0	0	0	0	0	0	0
103689913	0	0	0	0	0	0	0
57626	2	6	2	5	5	15	1
6315	0	0	0	0	0	0	0
105370255	0	0	0	0	0	0	0
100885781	0	0	0	0	0	0	0
1602	0	1	2	2	1	4	5
440145	193	414	190	427	408	313	420
79866	107	222	166	126	87	104	123
22894	1142	2191	1479	827	511	424	555
10464	143	310	174	41	11	14	14
688	2	5	6	11	9	2	7
105377816	0	0	0	0	0	0	0
100874156	0	0	0	0	0	0	0
100874155	0	0	0	0	0	0	0
107984024	0	0	0	0	0	0	0
105370256	0	0	0	0	0	0	0
11278	1	0	0	0	1	0	2
100507612	0	0	0	0	1	0	0
105370259	0	0	0	0	0	0	0
100288208	0	0	0	0	0	0	0
100874151	0	0	0	0	0	0	0
107987191	0	0	0	0	0	0	0
338864	0	0	0	0	0	0	0
105370260	0	0	0	0	0	0	0
107984620	0	0	0	0	0	0	0
647288	0	0	0	0	0	0	0
106144536	0	0	0	0	0	0	0
9882	867	1770	1664	754	818	528	912
170622	884	1332	808	4009	3667	3595	4160
7347	770	1233	497	1714	1759	1840	1877
101927155	156	284	114	399	379	404	420
4008	23	67	26	7	11	9	10
729420	0	0	0	0	0	0	0
104326189	0	0	0	0	0	0	0
100861545	0	0	0	0	0	0	0
105370262	0	0	0	0	0	0	0
105370261	0	0	0	0	0	0	0
105370263	0	0	0	0	0	0	0
105370264	0	1	0	0	0	0	0
105370266	0	0	0	2	5	1	3
112268120	0	0	0	0	0	0	0
